 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
184,"Perm","Bruno Mars",124,4B,87,2021-10-01,03:30,72,"dance pop, pop","Electronic, Pop","24K Magic",2016-11-18,85,1,0,86,0,20,-4,G#/A♭,4,1I6pKIyaBp4OebTGLJpCCC,"Atlantic Records",USAT21602947,no
185,"Versace on the Floor","Bruno Mars",174,10B,57,2021-10-01,04:21,85,"dance pop, pop","Electronic, Pop","24K Magic",2016-11-18,58,20,0,30,0,0,-6,D,4,0kN8xEmgMW9mh7UmDYHlJP,"Atlantic Records",USAT21602949,no
186,"OMAKE-SUITE　　Heaven's Door <Final Ver.>","Sawano Hiroyuki",120,11B,78,2021-10-02,03:34,5,"anime, soundtrack","Pop, Classical, Easy Listening","「劇場版 戦国BASARA -The Last Party-」音楽絵巻 ～さらば、宿敵（とも）よ～",2011-06-08,59,0,65,28,0,30,-11,A,4,4f0ign9TLpwuZ2d8ZiyPGY,"FlyingDog",JPG751100186,no
187,"Black Bottom (Rerecorded)","The Troggs",128,9B,54,2021-10-03,02:47,1,"proto-punk","Rock","20 of Their Best (Rerecorded Version)",2009-09-11,81,2,79,84,0,10,-11,G,4,2rgkJCqxHjBEseuNfW6S3H,"K-Tel",USG290601501,no
188,"60's Medley - Louie Louie / Hang on Sloopy / Twist and Shout / Any Way That You Want Me / The Game of Love (Rerecorded)","The Troggs",121,10A,73,2021-10-03,04:06,1,"proto-punk","Rock","20 of Their Best (Rerecorded Version)",2009-09-11,58,0,73,84,0,20,-11,B minor,4,4oZVEWPPQrKdy4hR9P7zUV,"K-Tel",USG290601510,no
189,"mathemagics","物語シリーズ",126,10B,81,2021-10-07,04:05,34,"anime, j-pop","Pop","Owarimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,68,21,0,73,0,10,-4,D,4,2tbQxtjeai98CxjBnF4wJC,"Aniplex Inc.",JPE301501408,no
190,"dark cherry mystery","物語シリーズ",125,2B,88,2021-10-07,03:51,34,"anime, j-pop","Pop","Owarimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,74,8,0,85,0,30,-5,F#/G♭,4,6Z9JnFYXEbdVrxG45xlhSA,"Aniplex Inc.",JPE301701384,no
191,"Catch a Grenade - The Hooligans Remix","Bruno Mars",120,7A,83,2021-10-08,03:30,64,"dance pop, pop","Electronic, Pop","The Grenade Sessions",2011-02-08,80,5,0,96,0,0,-2,D minor,4,1EOWf8bsePF6QtiDUAclrJ,"Elektra (NEK)",USAT21100010,no
192,"etoile et toi [edition le blanc]","物語シリーズ",135,11A,20,2021-10-12,06:02,32,"anime, j-pop","Pop","Kizumonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,23,93,56,7,0,0,-14,F#/G♭ minor,4,5HBnVSa57l3B4Cxg7XQ8VL,"Aniplex Inc.",JPE301700624,no
193,"オレンジミント","物語シリーズ",122,8B,83,2021-10-12,04:35,34,"anime, j-pop","Pop","Tukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,66,19,0,80,0,20,-4,C,4,5wUWbDQRB3KR1JKT9oEMbX,"Aniplex Inc.",JPE301401463,no
194,"IiMuRoYa-$.feat 4th-Mov.：N-tone","Sawano Hiroyuki",104,5A,2,2021-10-16,03:22,9,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 オリジナル・サウンドトラック II",2011-09-28,50,99,89,4,0,0,-23,C minor,4,5WZr0sEIlzNxaH52LjEWNz,"Aniplex Inc.",JPE301102628,no
195,"βiοs<MK＋nZk Version>","Sawano Hiroyuki",97,6B,90,2021-10-23,04:55,41,"anime, soundtrack","Pop, Classical, Easy Listening","GUILTY CROWN COMPLETE SOUNDTRACK",2012-00-00,52,1,0,59,0,30,-5,A#/B♭,4,6sRkyIMcMbZK5ldKZLkpPe,"Aniplex Inc.",JPE301600189,no
196,"With A Girl Like You (From the  KFC - New Toasted Burritos  TV Advert)","The Troggs",118,3B,66,2021-11-05,02:07,0,"proto-punk","Rock","With A Girl Like You (From the  KFC - New Toasted Burritos  TV Advert)",2015-03-27,69,54,0,58,0,10,-15,C♯/D♭,4,2RVzIqh7qRcTQVx4yD3toe,"NFM",CB2CY0934788,no
197,"Love Is All Around - Summer of Love Version","The Troggs",95,10B,27,2021-11-05,02:50,0,"proto-punk","Rock","Love Is All Around (Summer of Love Version)",2020-06-24,56,2,82,47,0,20,-13,D,4,06gvWPGKwueAtPcEB4s7DH,"Delta Records",USBT21623966,no
198,"Real Life","The Weeknd",91,10A,65,2021-11-07,03:43,61,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Beauty Behind The Madness",2015-08-28,58,44,0,36,0,30,-5,B minor,4,03j354P848KtNU2FVSwkDG,"The Weeknd/Lyric",USUG11500913,yes
199,"Earned It (Fifty Shades Of Grey)","The Weeknd",120,7A,29,2021-11-08,04:37,77,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Beauty Behind The Madness",2015-08-28,66,41,0,41,0,0,-8,D minor,3,4frLb7nWtsz2ymBE6k2GRP,"The Weeknd/Lyric",USUG11500923,yes
200,"或るK大生の死","BURNOUT SYNDROMES",127,9B,63,2021-11-09,04:50,12,"anime, j-rock, j-pop","Pop, Rock","文學少女",2015-05-13,42,34,0,62,0,20,-5,G,4,5HXn846qkCZMOnV0cdpfSH,"Handmade Music",JPZ921502773,no
201,"Power","Cindy Cruse, Kristin Chenoweth",132,4B,66,2021-11-12,04:20,3,"aor, ccm, arena rock, christian rock, musicals","Rock, Christian, Classical, Easy Listening, Pop","As I Am",2005-03-28,57,1,0,39,0,10,-7,G#/A♭,4,3PmyyRZudEoWEoQp2x8jbI,"Sony Classical",USSM10500765,no
202,"Starboy","The Weeknd, Daft Punk",186,9B,59,2021-11-14,03:50,93,"canadian contemporary r&b, canadian pop, pop, french house, electronic, electro","R&B, Pop, Electronic","Starboy",2016-11-25,68,14,0,49,20,10,-7,G,4,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd/Lyric",USUG11600976,yes
203,"Secrets","The Weeknd",110,8B,77,2021-11-14,04:25,67,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Starboy",2016-11-25,66,2,0,76,0,40,-6,C,4,00NAQYOP4AmWR549nnYJZu,"The Weeknd/Lyric",USUG11601000,no
204,"檸檬","BURNOUT SYNDROMES",136,6B,83,2021-11-15,04:11,25,"anime, j-rock, j-pop","Pop, Rock","檸檬",2016-11-09,26,9,0,36,0,30,-4,A#/B♭,4,4GEgs62ywqI6IRnf9BDqrE,"Sony Music Labels Inc.",JPU901602728,no
205,"アタシインソムニア","BURNOUT SYNDROMES",137,6A,95,2021-11-15,05:10,21,"anime, j-rock, j-pop","Pop, Rock","檸檬",2016-11-09,46,0,0,55,0,30,-2,G minor,4,6ZU3mFsVEZ7fMhUJ8xkuAl,"Sony Music Labels Inc.",JPU901602731,no
206,"Hay_Yay","Ghezaal Enayat",123,2A,74,2021-11-20,03:22,1,"afghan pop","Pop, Traditional Music","فراموش",2020-10-12,67,59,0,79,0,10,-9,D#/E♭ minor,4,2CSjKU6WEIDT3wDshvOntZ,"Hop Entertainment",DEXM82104009,no
207,"The Christmas Waltz","Kristin Chenoweth",115,12B,26,2021-11-29,02:58,0,"musicals","Classical, Easy Listening, Pop","A Lovely Way to Spend Christmas",2008-10-17,29,92,0,9,0,0,-11,E,3,2Ah29ZsLBgrHiG44ZARk9e,"Sony Classical",USSM10802908,no
208,"Call Out My Name - A Cappella","The Weeknd",135,3B,34,2021-11-30,03:44,56,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","My Dear Melancholy,",2018-03-30,40,89,0,46,0,30,-7,C♯/D♭,3,5PTfZsGlsDDPH8i3PdQnXJ,"The Weeknd/Lyric",USUG11901347,no
209,"What Would Dolly Do","Kristin Chenoweth",208,3B,95,2021-12-07,02:46,10,"musicals","Classical, Easy Listening, Pop","Some Lessons Learned",2011-09-09,40,22,0,82,10,30,-3,C♯/D♭,4,3fXfk5jKxO4eaMqEoW1bU6,"Masterworks",USSM11103777,no
210,"After Hours","The Weeknd",109,4A,57,2021-12-08,06:01,85,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours",2020-03-20,66,8,1,14,0,10,-6,F minor,4,2p8IUWQDrpjuFltbdgLOag,"Republic Records",USUG12000586,no
211,"The Reluctant Heroes","Sawano Hiroyuki",127,10A,80,2021-12-17,04:27,56,"anime, soundtrack","Pop, Classical, Easy Listening","TV Anime  Attack on Titan  Original Soundtrack",2013-00-00,55,0,0,54,10,40,-7,B minor,4,6zSXcvXQ8T74fXm72OpSOb,"PONY CANYON INC.",JPPC01301132,no
212,"Call Your Name","Sawano Hiroyuki",142,10A,30,2021-12-17,04:28,56,"anime, soundtrack","Pop, Classical, Easy Listening","TV Anime  Attack on Titan  Original Soundtrack",2013-00-00,57,1,0,20,0,0,-8,B minor,4,2LYhS0VbCzbE6alAI3Q7Ot,"PONY CANYON INC.",JPPC01301141,no
213,"Nothing Compares - Bonus Track","The Weeknd",132,3B,58,2021-12-22,03:42,56,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours (Deluxe)",2020-04-03,53,0,4,4,0,20,-9,C♯/D♭,4,5ciyqWW5YuGqF4Avu7uwry,"Republic Records",USUG11904288,yes
214,"PHOENIX","BURNOUT SYNDROMES",137,8B,95,2021-12-23,04:06,59,"anime, j-rock, j-pop","Pop, Rock","BURNOUT SYNDROMEZ",2020-03-24,49,11,0,66,0,30,-1,C,4,1ZGmDs16vtSI0nlxDFljFK,"Sony Music Labels Inc.",JPU901902983,no
215,"Before my body is dry","Sawano Hiroyuki",119,2A,71,2021-12-27,04:08,53,"anime, soundtrack","Pop, Classical, Easy Listening","キルラキル コンプリートサウンドトラック",2013-00-00,40,1,0,38,0,0,-6,D#/E♭ minor,4,1FvZeK3MgmGldxeYDvzanR,"Aniplex Inc.",JPE301302905,no
216,"You Don't Own Me (Feat. Ariana Grande)","Kristin Chenoweth, Ariana Grande",96,3A,60,2021-12-30,03:08,50,"musicals, pop","Classical, Easy Listening, Pop","For The Girls",2019-09-27,54,34,0,39,0,10,-4,A#/B♭ minor,3,1By0EoZgkP7shwWfokVzfW,"Concord Records",USC4R1907011,no
217,"Save Your Tears - OPN Remix","The Weeknd, Oneohtrix Point Never",118,8B,84,2021-12-31,03:40,37,"canadian contemporary r&b, canadian pop, pop, plunderphonics, idm, ambient, drone, experimental, vaporwave","R&B, Pop, Electronic","After Hours (Remixes)",2020-04-02,68,28,0,80,0,10,-6,C,4,0e5Cykguk6797AaVUjJI92,"Republic Records",USUG12001116,no
218,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd, Ariana Grande",118,8B,83,2022-01-01,03:11,80,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Save Your Tears (Remix)",2021-04-23,65,2,0,59,0,0,-5,C,4,37BZB0z9T8Xu7U3e65qxFy,"Republic Records",USUG12101839,no
219,"Elastic Heart - From  The Hunger Games: Catching Fire  Soundtrack","Sia, The Weeknd, Diplo",130,11B,76,2022-01-01,04:17,60,"pop, canadian contemporary r&b, canadian pop, moombahton","R&B, Pop","Elastic Heart (From “The Hunger Games: Catching Fire” Soundtrack)",2013-01-01,42,5,0,47,0,10,-6,A,4,6x0ex5urwhqB3AYLREVRUd,"Hunger Games 2/Catching Fire",USRC11301541,no
220,"Love Me Harder","Ariana Grande, The Weeknd",99,12A,71,2022-01-01,03:56,89,"pop, canadian contemporary r&b, canadian pop","R&B, Pop","My Everything (Deluxe)",2014-08-22,49,1,0,24,0,0,-4,C♯/D♭ minor,4,5J4ZkQpzMUFojo1CtAZYpn,"Universal Records",USUM71409728,no
221,"Pray For Me (with Kendrick Lamar)","The Weeknd, Kendrick Lamar",101,10B,68,2022-01-02,03:31,69,"canadian contemporary r&b, canadian pop, pop, hip hop, west coast hip hop","R&B, Pop, Hip Hop","Black Panther The Album Music From And Inspired By",2018-02-09,74,8,0,19,0,10,-5,D,4,77UjLW8j5UAGAGVGhR5oUK,"Black Panther (TDE/DMG) PS",USUM71800001,yes
222,"BLIZZARD (Smoked Silver Ver.)","BURNOUT SYNDROMES",138,10A,87,2022-01-03,03:46,13,"anime, j-rock, j-pop","Pop, Rock","TOKYO",2021-06-23,52,4,0,74,0,30,-5,B minor,4,0BTX06f8gUdeuGatdrkRQ2,"Sony Music Labels Inc.",JPU902101279,no
223,"Prisoner","Era Istrefi",150,8A,90,2022-01-04,03:15,0,"albanian hip hop, albanian pop, kosovan pop","Hip Hop, Pop","Prisoner",2018-06-08,70,1,0,80,0,30,-3,A minor,4,5zhlyDNKZhRvXXN6pGGq31,"Ultra Records",USUS11800139,no
224,"ANxiEtY","Sawano Hiroyuki",129,7A,4,2022-01-05,03:10,7,"anime, soundtrack","Pop, Classical, Easy Listening","澤野弘之　NHK WORKS",2013-02-27,44,98,95,9,0,10,-20,D minor,4,0xOIhfWWOA10CvQ6SAEbw8,"NHK Pulishing, Inc. / SUZAK MUSIK LTD.",JPS001300073,no
225,"Why Couldn't It Be Christmas Every Day?","Kristin Chenoweth",130,6B,74,2022-01-13,04:19,7,"musicals","Classical, Easy Listening, Pop","HAPPINESS is…Christmas!",2021-10-22,65,41,0,60,0,10,-3,A#/B♭,4,6xauj1HlVItuBYOOhQaoiY,"Concord Records",USRO22102653,no
226,"itsuka-VnPf","Sawano Hiroyuki",60,11A,14,2022-01-20,02:56,8,"anime, soundtrack","Pop, Classical, Easy Listening","澤野弘之　NHK WORKS",2013-02-27,44,94,3,13,0,0,-19,F#/G♭ minor,4,38khKhwYq645RDLYbvSiym,"NHK Pulishing, Inc. / SUZAK MUSIK LTD.",JPS001300084,no
227,"itsuka-Pf","Sawano Hiroyuki",120,11A,7,2022-01-20,03:16,9,"anime, soundtrack","Pop, Classical, Easy Listening","澤野弘之　NHK WORKS",2013-02-27,59,98,83,20,0,0,-22,F#/G♭ minor,4,3y70BWEyI2oPzhAFOrXGH1,"NHK Pulishing, Inc. / SUZAK MUSIK LTD.",JPS001300088,no
228,"過多6-$ <X9>","Sawano Hiroyuki",135,9B,55,2022-01-20,01:43,11,"anime, soundtrack","Pop, Classical, Easy Listening","劇場版 七つの大罪 天空の囚われ人　オリジナル・サウンドトラック",2014-00-00,84,16,28,46,0,10,-7,G,3,33NHnTduEQ7XAspZSu3tKV,"Aniplex Inc.",JPE301800681,no
229,"Defying Gravity - From  Wicked  Original Broadway Cast Recording/2003","Kristin Chenoweth, Idina Menzel",86,2B,39,2022-01-21,05:53,1,"musicals","Classical, Easy Listening, Pop","Broadway Gold",2007-01-01,36,72,0,28,0,0,-8,F#/G♭,4,0tCUWiYN4snKFUZemMJFwA,"Verve (Adult Contemporary)",USUMC0300219,no
230,"Witchy Woman","Kristin Chenoweth",202,7A,79,2022-01-21,03:31,12,"musicals","Classical, Easy Listening, Pop","Bewitched - Music From The Motion Picture",2005-06-14,36,0,0,51,0,10,-4,D minor,4,7AIjoLlOPhuayYaNHxO1yb,"Columbia/Sony Music Soundtrax",USSM10502993,no
231,"Perfect Time","Sawano Hiroyuki",124,9A,94,2022-02-08,04:43,48,"anime, soundtrack","Pop, Classical, Easy Listening","劇場版 七つの大罪 天空の囚われ人　オリジナル・サウンドトラック",2014-00-00,59,0,0,52,0,10,-6,E minor,4,6jUFAKIg1z74i322Cvdo4c,"Aniplex Inc.",JPE301401275,no
232,"ホログラム","NICO Touches the Walls",156,8B,89,2022-02-10,04:08,62,"anime, j-rock, j-pop","Pop, Rock","オーロラ",2009-11-25,39,0,0,72,0,20,-3,C,4,3s067jTdOv8wnuUHeXdtjT,"Sony Music Labels Inc.",JPKS00901203,no
233,"BRE@TH//LESS","Sawano Hiroyuki",120,11B,83,2022-02-27,04:01,46,"anime, soundtrack","Pop, Classical, Easy Listening","アルドノア・ゼロ オリジナル・サウンドトラック",2014-09-10,69,1,0,79,0,30,-5,A,4,5OC6Gv6qYt2s59IwiJZhu7,"Aniplex Inc.",JPE301400801,no
234,"Gordo's Law of Genetics","William Finn, Kristin Chenoweth, John Jellison, Keith Byron Kirk, Liz Larsen, Michael Mandell, Mary Testa, Ted Sperling",149,9B,34,2022-03-10,02:39,14,"musicals","Classical, Easy Listening, Pop","A New Brain (Original Off-Broadway Cast Recording)",1995-12-31,64,81,0,75,0,0,-9,G,4,5nbF2IygdFEuLygTmilFHE,"Masterworks Broadway",USBC19801860,no
235,"I Will Survive","Jemaine Clement, Kristin Chenoweth",117,10B,82,2022-03-14,01:51,0,"comedy, musicals","Classical, Easy Listening, Pop","Rio 2 Music From The Motion Picture",2014-03-17,53,29,0,49,30,20,-8,D,4,6D8tAQqb1z4H94dX26X0va,"Atlantic Records",USAT21400686,no
236,"Alone (feat. Kristin Chenoweth)","Glee Cast, Kristin Chenoweth",176,2B,69,2022-03-14,03:41,30,"christmas, musicals","Pop, Classical, Easy Listening","Glee: The Music, The Complete Season One",2010-09-14,41,29,0,22,0,0,-7,F#/G♭,4,1cga7SxIFwsAnwWlz74s17,"Columbia",USQX90900569,no
237,"Emrin Ma Ke Thirr","Yll Limani",85,6A,80,2022-04-14,04:08,0,"albanian pop, kosovan pop","Pop","Emrin Ma Ke Thirr",2015-09-30,71,16,0,65,0,10,-6,G minor,4,1zFxAPdJ9PVqc8SLTma6i5,"Yll Limani",DGA001500001,no
238,"Ty","Yll Limani",63,12B,44,2022-04-14,03:42,0,"albanian pop, kosovan pop","Pop","Ty",2018-02-28,31,78,0,30,0,10,-7,E,4,1NNpfcSXmOcfjtaUEalDur,"Yll Limani",ALA091800047,no
239,"I'm with You","Avril Lavigne",152,11B,41,2022-05-10,03:43,79,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Let Go",2002-06-04,46,8,0,21,0,10,-7,A,3,1jlG3KJ3gdYmhfuySFfpO1,"Arista",USAR10200224,no
240,"泣くのはやめて","NICO Touches the Walls",91,9B,68,2022-05-26,04:21,6,"anime, j-rock, j-pop","Pop, Rock","サドンデスゲーム",2010-08-11,53,10,0,28,0,10,-4,G,4,52dwYuYlU6NFe8FBzPhxw7,"Sony Music Labels Inc.",JPKS01001602,no
241,"rockstar (feat. 21 Savage)","Post Malone, 21 Savage",160,4A,52,2022-05-28,03:38,85,"dfw rap, melodic rap, pop, rap, atl hip hop, hip hop","Hip Hop, Pop","beerbongs & bentleys",2018-04-27,59,12,0,13,0,10,-6,F minor,4,0e7ipj03S05BNilyu5bRzt,"Republic Records",USUM71710087,yes
242,"Better Now","Post Malone",145,6B,58,2022-05-28,03:51,83,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop","beerbongs & bentleys",2018-04-27,67,33,0,34,0,10,-6,A#/B♭,4,7dt6x5M1jzdTEt8oCbisTK,"Republic Records",USUM71805170,yes
243,"N'dardani Bjen Nje Tupan","Korab Shaqiri, Ermal Fejzullahu, Yll Limani, Drilon Shala, Shemi Iliret",135,10B,89,2022-05-29,03:26,0,"albanian pop, kosovan pop","Pop","N'dardani Bjen Nje Tupan",2020-04-26,68,2,0,76,0,0,-5,D,4,2JS05kQPrpnxCR6L6RBpJC,"1979273 Records DK",QZES62076378,no
244,"ambivalent world","物語シリーズ",174,3B,82,2022-06-09,04:17,36,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,43,0,0,70,0,0,-4,C♯/D♭,4,1eugvD24GPd6H8bMhNgIj3,"Aniplex Inc.",JPE300902041,no
245,"Don't Tell Me","Avril Lavigne",144,12B,80,2022-07-03,03:22,63,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Under My Skin",2004-00-00,52,0,0,48,0,30,-3,E,4,0dEQaNYfp5G7Sflek2Qnde,"Arista",USAR10400119,yes
246,"Hollywood's Bleeding","Post Malone",130,9A,65,2022-07-03,02:36,75,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop","Hollywood's Bleeding",2019-09-06,41,33,0,17,0,10,-3,E minor,4,7sWRlDoTDX8geTR8zzr2vt,"Republic Records",USUM71915730,no
247,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone, Swae Lee",90,10B,52,2022-07-03,02:37,87,"dfw rap, melodic rap, pop, rap, trap","Hip Hop, Pop","Hollywood's Bleeding",2019-09-06,76,53,0,93,0,0,-4,D,4,0RiRZpuVRbi7oqRdSMwhQY,"Republic Records",USUM71814888,no
248,"E0$-3:罪","Sawano Hiroyuki",62,5A,7,2022-07-04,02:09,36,"anime, soundtrack","Pop, Classical, Easy Listening","七つの大罪 オリジナル・サウンドトラック 2",2015-04-08,55,99,93,8,10,10,-22,C minor,4,48BKGwa4KAjTxVWnhA5Ce5,"Aniplex Inc.",JPE301500194,no
249,"Perfect Time <再arr>","Sawano Hiroyuki",124,9A,95,2022-07-04,04:52,42,"anime, soundtrack","Pop, Classical, Easy Listening","七つの大罪 オリジナル・サウンドトラック 2",2015-04-08,59,0,0,37,10,30,-5,E minor,4,0wvuiBPZojLCrXEYmRpohb,"Aniplex Inc.",JPE301500209,no
250,"Diver","NICO Touches the Walls",149,10A,92,2022-07-05,04:08,60,"anime, j-rock, j-pop","Pop, Rock","PASSENGER",2011-04-06,33,0,0,48,0,10,-2,B minor,4,3PcKYVcZNSsLqI1xzXV5Aq,"Sony Music Labels Inc.",JPKS01002241,no
251,"Love Somebody","Doris Day, Buddy Clark, George Siravo and His Orchesta",133,11A,8,2022-07-22,03:04,22,"adult standards, big band","Easy Listening, Jazz","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,77,92,0,60,0,0,-16,F#/G♭ minor,4,5xLc3a3UDVKt3FxyxHMZoY,"Columbia/Legacy",USSM14700095,no
252,"Warcry<MODv>(Instrumental)","Sawano Hiroyuki",123,3B,95,2022-07-28,04:02,7,"anime, soundtrack","Pop, Classical, Easy Listening","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,59,0,90,88,0,20,-7,C♯/D♭,4,4Yut3tCAO5w15BV4h6Itqc,"Aniplex Inc.",JPE301600450,no
253,"Smile","Avril Lavigne",105,12A,85,2022-08-17,03:29,66,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Goodbye Lullaby (Expanded Edition)",2011-03-08,63,0,0,65,0,0,-4,C♯/D♭ minor,4,4bia7OWZPoswlzXCqESYrR,"Epic",USRC11100011,yes
254,"Alice - Extended Version","Avril Lavigne",119,8B,82,2022-08-17,05:00,50,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Goodbye Lullaby (Expanded Edition)",2011-03-08,54,5,0,17,0,10,-4,C,4,4gLVsEaNMpzkCAM0hXgDoi,"Epic",USRC11000944,no
255,"What The Hell - Acoustic Version","Avril Lavigne",150,10B,67,2022-08-17,03:40,39,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Goodbye Lullaby (Expanded Edition)",2011-03-08,61,52,0,52,0,10,-3,D,4,1UBbnXO4dDbTg9cEX8f071,"Epic",USRC11100025,no
256,"Born To Lose","Elton John, Leonard Cohen",71,9B,18,2022-08-26,04:32,28,"glam rock, mellow gold, piano rock, rock, singer-songwriter","Rock","Duets",1993-11-22,45,65,4,20,0,0,-15,G,4,3ezXUoRmedc7AP3t8VrE3s,"EMI",GBALX9390107,no
257,"ホログラム　(Acoustic)","NICO Touches the Walls",123,8B,82,2022-10-17,05:14,13,"anime, j-rock, j-pop","Pop, Rock","Howdy!! We are ACO Touches the Walls",2015-02-04,74,71,0,58,0,30,-7,C,4,0URgRZxQdN5vQivv0lpewN,"Sony Music Labels Inc.",JPU901402684,no
258,"Broken Youth　(Acoustic)","NICO Touches the Walls",106,2B,87,2022-10-17,04:41,12,"anime, j-rock, j-pop","Pop, Rock","Howdy!! We are ACO Touches the Walls",2015-02-04,63,10,0,95,0,30,-6,F#/G♭,4,0BelkxmyqxStCfoEpC3oFq,"Sony Music Labels Inc.",JPU901402687,no
259,"ニワカ雨ニモ負ケズ","NICO Touches the Walls",186,3B,95,2022-10-17,04:21,62,"anime, j-rock, j-pop","Pop, Rock","ニコ タッチズ ザ ウォールズ ノ ベスト",2014-02-05,38,0,0,66,10,0,-3,C♯/D♭,4,6flEDs8jmQ47ZSFZru59Fz,"Sony Music Labels Inc.",JPKS01301021,no
260,"ニワカ雨ニモ負ケズ (Album Mix)","NICO Touches the Walls",186,3B,96,2022-10-17,04:23,17,"anime, j-rock, j-pop","Pop, Rock","勇気も愛もないなんて",2016-03-16,38,1,0,65,10,0,-3,C♯/D♭,4,7gm35LL4unbPsr3k1XE5HG,"Sony Music Labels Inc.",JPU901600305,no
261,"2nd SOUL? (Acoustic ver.)","NICO Touches the Walls",95,11B,61,2022-10-18,03:41,5,"anime, j-rock, j-pop","Pop, Rock","Howdy!! We are ACO Touches the Walls 〜STAR SERIES〜",2019-06-12,70,29,0,44,0,0,-7,A,4,3ZgH1N5fw5ncF4wCgJ75k2,"Sony Music Labels Inc.",JPU901901259,no
262,"Broken Youth","NICO Touches the Walls",176,3A,97,2022-10-18,04:54,50,"anime, j-rock, j-pop","Pop, Rock","Broken Youth",2008-00-00,33,0,0,44,0,10,-3,A#/B♭ minor,4,2pjRFU0akiTgVCAkHVPCPV,"Sony Music Labels Inc.",JPKS00801241,no
263,"天地ガエシ 『ハイキュー!!』EDバージョン","NICO Touches the Walls",120,10B,89,2022-10-19,01:32,31,"anime, j-rock, j-pop","Pop, Rock","天地ガエシ 『ハイキュー!!』EDバージョン",2014-04-30,58,0,0,93,0,0,-5,D,4,0gMdVxqMPsbztXTEoXOZ1J,"Sony Music Labels Inc.",JPKS01400201,no
264,"天地ガエシ","NICO Touches the Walls",120,10B,95,2022-10-19,04:46,21,"anime, j-rock, j-pop","Pop, Rock","天地ガエシ",2014-06-11,31,0,0,68,0,0,-3,D,4,2BeBpYyKEcbk0EbZ1S5OhM,"Sony Music Labels Inc.",JPU901400243,no
265,"渦と渦 (TV size)","NICO Touches the Walls",96,12B,96,2022-10-20,01:29,6,"anime, j-rock, j-pop","Pop, Rock","渦と渦 (TV size)",2015-07-12,49,0,0,51,0,40,-3,E,4,4DB0wTRfLsoZ5b3jDuqxmF,"Sony Music Labels Inc.",JPU901501934,no
266,"マシ・マシ","NICO Touches the Walls",102,6B,89,2022-10-20,04:07,52,"anime, j-rock, j-pop","Pop, Rock","マシ・マシ",2016-11-30,64,9,0,87,0,20,-3,A#/B♭,4,6c6WreivKNC4zXb00lUJtI,"Sony Music Labels Inc.",JPU901602981,no
267,"Rock N Roll","Avril Lavigne",184,5A,96,2022-12-07,03:26,60,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Avril Lavigne (Expanded Edition)",2013-11-01,47,1,0,67,10,30,-3,C minor,4,471JGLzHPrgM4lS9mNOEIt,"Epic",USSM11304458,yes
268,"Here's to Never Growing Up","Avril Lavigne",165,8B,87,2022-12-07,03:34,69,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Avril Lavigne (Expanded Edition)",2013-11-01,48,1,0,74,0,40,-3,C,4,0qwcGscxUHGZTgq0zcaqk1,"Epic",USSM11300965,yes
269,"Head Above Water","Avril Lavigne",130,7B,69,2022-12-12,03:40,62,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Head Above Water",2019-02-15,58,1,0,27,0,10,-5,F,4,7gY3cyGcB2wnk2xDXiA0pe,"BMG Rights Management (US) LLC",QMRSZ1801749,no
270,"Crush","Avril Lavigne",108,12A,73,2022-12-12,03:33,41,"canadian pop, candy pop, dance pop, pop","Pop, Electronic","Head Above Water",2019-02-15,53,9,0,29,0,10,-5,C♯/D♭ minor,4,7M5beITAQcBxYSHpkj7yyv,"BMG Rights Management (US) LLC",QMRSZ1801856,no
