 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
317,"心とココロ","UVERworld",97,10B,95,2026-08-08,04:59,36,"anime, j-rock, j-pop","Pop, Rock","LAST",2010-04-14,52,2,0,64,10,20,-3,D,4,0f6eRXm6yQtxrhabAEAA0V,"Sony Music Labels Inc.",JPSR01000763,no
318,"CHANGE","UVERworld",165,6A,97,2026-08-08,03:50,32,"anime, j-rock, j-pop","Pop, Rock","LAST",2010-04-14,47,4,2,86,10,30,-3,G minor,4,4MeLr9lbsMbGer89wlumcx,"Sony Music Labels Inc.",JPSR01000541,no
319,"WANNA be BRILLIANT","UVERworld",87,8B,96,2026-08-08,03:31,33,"anime, j-rock, j-pop","Pop, Rock","LAST",2010-04-14,36,0,0,65,10,0,-3,C,4,6lfnRtdV3bJneiA3Y0aY5G,"Sony Music Labels Inc.",JPSR01000768,no
320,"GO-ON（2nd-mix）","UVERworld",145,3A,99,2026-08-08,04:21,26,"anime, j-rock, j-pop","Pop, Rock","LAST",2010-04-14,51,0,0,58,10,30,-3,A#/B♭ minor,4,66rGHMY6bJiHY1i8HGTgk7,"Sony Music Labels Inc.",JPSR01000770,no
321,"NO.1[album　ver.]","UVERworld",100,10B,87,2026-08-08,04:54,28,"anime, j-rock, j-pop","Pop, Rock","LIFE 6 SENSE",2011-06-01,44,1,0,35,0,10,-6,D,1,0jLTg4t91WC7dAZ4ZvK7bI,"Sony Music Labels Inc.",JPSR01101184,no
322,"6つの風[album ver.]","UVERworld",147,9B,97,2026-08-08,03:26,27,"anime, j-rock, j-pop","Pop, Rock","LIFE 6 SENSE",2011-06-01,48,0,0,38,10,20,-5,G,1,0A6SeMbPXUHfvFmd8F83lj,"Sony Music Labels Inc.",JPSR01101186,no
323,"一億分の一の小説","UVERworld",94,12A,97,2026-08-08,04:34,37,"anime, j-rock, j-pop","Pop, Rock","LIFE 6 SENSE",2011-06-01,32,0,0,37,10,30,-4,C♯/D♭ minor,4,2xLAbmNlHuOk3m6fAnUci9,"Sony Music Labels Inc.",JPSR01101188,no
324,"MONDO PIECE","UVERworld",96,10A,90,2026-08-08,05:28,42,"anime, j-rock, j-pop","Pop, Rock","LIFE 6 SENSE",2011-06-01,55,0,0,51,0,10,-5,B minor,4,0drLNk73IaEvSjdhPnQjY0,"Sony Music Labels Inc.",JPSR01100781,no
325,"THE ONE（SE）","UVERworld",125,5A,57,2026-08-08,00:42,26,"anime, j-rock, j-pop","Pop, Rock","THE ONE",2012-11-28,56,0,73,39,0,20,-10,C minor,4,6KElekDu3JWKNyXXVqRb84,"Sony Music Labels Inc.",JPSR01203921,no
326,"此処から","UVERworld",96,12A,59,2026-08-08,03:59,31,"anime, j-rock, j-pop","Pop, Rock","THE ONE",2012-11-28,66,7,0,55,20,0,-7,C♯/D♭ minor,4,3EpcGsfRTHSumro9Y4lppK,"Sony Music Labels Inc.",JPSR01203924,no
327,"BABY BORN & GO","UVERworld",100,11A,92,2026-08-08,04:28,35,"anime, j-rock, j-pop","Pop, Rock","THE ONE",2012-11-28,60,0,0,56,10,20,-4,F#/G♭ minor,4,7fyaPmW3CrDlu50E1AlMHv,"Sony Music Labels Inc.",JPSR01103301,no
328,"AWAYOKUBA-斬る（LIVE intro ver.）","UVERworld",107,3B,80,2026-08-08,07:38,24,"anime, j-rock, j-pop","Pop, Rock","THE ONE",2012-11-28,51,17,0,9,0,0,-5,C♯/D♭,4,6Ex1oEN8OaxOevh95wigNg,"Sony Music Labels Inc.",JPSR01203930,no
329,"零HERE〜SE〜","UVERworld",120,4B,83,2026-08-08,01:00,27,"anime, j-rock, j-pop","Pop, Rock","0 CHOIR",2014-07-02,62,14,0,30,0,30,-11,G#/A♭,4,4preRXwOXCOFnrh3HXKvVX,"Sony Music Labels Inc.",JPU901400528,no
330,"IMPACT","UVERworld",137,7A,92,2026-08-08,04:25,47,"anime, j-rock, j-pop","Pop, Rock","0 CHOIR",2014-07-02,54,0,0,40,10,30,-5,D minor,4,5lwgvPvJy36aZRsqeOtm7C,"Sony Music Labels Inc.",JPU901400529,no
331,"KICKが自由","UVERworld",98,3B,90,2026-08-08,04:06,28,"anime, j-rock, j-pop","Pop, Rock","0 CHOIR",2014-07-02,65,0,0,72,10,30,-5,C♯/D♭,4,5CvEJsnfWRjTsa3uuFdjK3,"Sony Music Labels Inc.",JPU901400534,no
332,"別世界","UVERworld",112,12A,90,2026-08-08,03:07,26,"anime, j-rock, j-pop","Pop, Rock","0 CHOIR",2014-07-02,61,0,85,75,0,20,-5,C♯/D♭ minor,4,5xdOzasGvcnaVzPIFtuVun,"Sony Music Labels Inc.",JPU901400380,no
333,"Born Slippy","UVERworld",140,5A,87,2026-08-08,04:30,26,"anime, j-rock, j-pop","Pop, Rock","0 CHOIR",2014-07-02,56,0,6,31,0,10,-6,C minor,4,3WG6cB0zSFiQcrPhQ7wYJm,"Sony Music Labels Inc.",JPU901400536,no
334,"Pictures Don’t Lie","Billy Ray Cyrus",153,10B,51,2026-08-08,03:50,13,"country rock","","Red Hot & Country",2025-09-05,46,46,0,45,0,20,-5,D,3,4YztVY90sJK3V1sQJUUyVU,"Red Hot Organization",USA2B2403454,no
335,"Forever Young","AK-69, UVERworld",102,5A,91,2026-08-08,04:00,0,"j-rap, j-pop, hip hop, anime, j-rock","Pop, Hip Hop, Rock","DAWN",2016-11-23,61,1,0,48,0,10,-4,C minor,4,1lq7KJ0TY8sTxazl6y68YW,"Universal Music LLC",JPPO01621417,no
336,"エミュー (short ver.)","UVERworld",117,10B,88,2026-08-08,02:19,7,"anime, j-rock, j-pop","Pop, Rock","一滴の影響 (Extra Edition)",2017-02-01,59,2,0,52,10,10,-5,D,4,6c4JZFLOc8yfTQvJiSHws9,"Sony Music Labels Inc.",JPU901603984,no
337,"TYCOON","UVERworld",140,7A,73,2026-08-08,01:10,28,"anime, j-rock, j-pop","Pop, Rock","TYCOON",2017-08-02,48,0,9,7,0,10,-10,D minor,4,70JaQGgKfcgAN7xtAzwUW5,"Sony Music Labels Inc.",JPU901702154,no
338,"(Listen To The) Flower People (with Elton John)","Spinal Tap, Elton John",106,11B,61,2026-08-08,02:34,18,"comedy, glam rock, mellow gold, piano rock, rock","Rock","The End Continues",2025-09-12,64,25,1,52,0,0,-9,A,4,4g4O7Z8Wpa8GsgzymTIMix,"Interscope Records",USUG12504933,no
339,"LONE WOLF","UVERworld",87,2B,75,2026-08-08,05:39,35,"anime, j-rock, j-pop","Pop, Rock","TYCOON",2017-08-02,58,2,0,39,0,30,-5,F#/G♭,4,3m5MKWNlUGKDeg9kRcuQjB,"Sony Music Labels Inc.",JPU901702159,no
340,"DECIDED (album ver.)","UVERworld",180,9A,87,2026-08-08,04:41,41,"anime, j-rock, j-pop","Pop, Rock","TYCOON",2017-08-02,43,0,0,41,0,30,-5,E minor,4,27eQZYYlgZ2YRAeVCkX6So,"Sony Music Labels Inc.",JPU901702160,no
341,"ALL ALONE (album ver.)","UVERworld",100,4A,96,2026-08-08,05:43,33,"anime, j-rock, j-pop","Pop, Rock","TYCOON",2017-08-02,62,3,0,55,10,10,-4,F minor,4,05DaPfS9Z1JBe8jDZ3qARS,"Sony Music Labels Inc.",JPU901702161,no
342,"I LOVE THE WORLD","UVERworld",137,3B,83,2026-08-08,04:36,33,"anime, j-rock, j-pop","Pop, Rock","TYCOON",2017-08-02,56,0,0,64,0,0,-6,C♯/D♭,4,6J25oC8Xh8YuXOvmzZlQoO,"Sony Music Labels Inc.",JPU901502357,no
343,"Making it Drive","UVERworld",175,1A,67,2026-08-08,04:22,33,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,47,1,0,39,10,0,-5,G#/A♭ minor,4,1xpZ7rVE6onccU4zdpEgFV,"Sony Music Labels Inc.",JPU901903010,no
344,"stay on","UVERworld",96,8B,74,2026-08-08,04:00,32,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,57,0,0,38,0,10,-6,C,4,4UMcrh6Vh4xV7KB4BV56vu,"Sony Music Labels Inc.",JPU901903013,no
345,"無意味になる夜","UVERworld",75,9B,69,2026-08-08,03:42,31,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,62,11,0,34,20,10,-6,G,4,5GPGEYybqW0pdg3KBdw4n5,"Sony Music Labels Inc.",JPU901903015,no
346,"EDENへ","UVERworld",155,7A,73,2026-08-08,04:06,33,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,51,0,0,26,0,20,-6,D minor,3,3zOfhwAjSmrBtDb0YvLW8m,"Sony Music Labels Inc.",JPU901803368,no
347,"OXYMORON","UVERworld",162,12A,79,2026-08-08,04:27,36,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,43,0,0,22,0,10,-6,C♯/D♭ minor,4,23Wc7OK7cvKfwsnplGBi0u,"Sony Music Labels Inc.",JPU901903016,no
348,"One Last Time","UVERworld",92,10B,76,2026-08-08,03:22,32,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,61,0,0,55,0,10,-6,D,4,4hfdwNAshu0chyIXkIgBD6,"Sony Music Labels Inc.",JPU901903017,no
349,"UNSER","UVERworld",145,10A,65,2026-08-08,01:24,27,"anime, j-rock, j-pop","Pop, Rock","UNSER",2019-12-04,56,0,84,23,0,10,-8,B minor,4,0GnX0OG6s4CBhk2MU58sYe,"Sony Music Labels Inc.",JPU901903018,no
350,"One stroke for freedom","UVERworld",140,10B,84,2026-08-08,05:13,31,"anime, j-rock, j-pop","Pop, Rock","30",2021-12-22,67,11,0,44,20,40,-4,D,4,5Ucz24aUo02729n6aLz9mV,"Sony Music Labels Inc.",JPU902105249,no
351,"AVALANCHE(Album ver.)","UVERworld",160,1B,80,2026-08-08,04:23,26,"anime, j-rock, j-pop","Pop, Rock","30",2021-12-22,42,2,0,51,0,10,-5,B,4,1mRyoQJFG41piKGSz8xUBe,"Sony Music Labels Inc.",JPU902105320,no
352,"AS ONE","UVERworld",107,3B,86,2026-08-08,03:49,35,"anime, j-rock, j-pop","Pop, Rock","30",2021-12-22,33,0,0,52,0,60,-5,C♯/D♭,3,3aOLlgI7uj7kByYd5PKfqf,"Sony Music Labels Inc.",JPU902000287,no
353,"HOURGLASS","UVERworld",154,1B,75,2026-08-08,04:02,23,"anime, j-rock, j-pop","Pop, Rock","30",2021-12-22,37,0,0,45,0,20,-5,B,4,2aimuuHhdBhWLpFwgHVmLL,"Sony Music Labels Inc.",JPU902100394,no
354,"EN - Instrumental","UVERworld",140,10B,84,2026-08-08,05:06,8,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,49,0,95,9,0,10,-6,D,4,0OnLXApIRLR7cI4tz94BvV,"Sony Music Labels Inc.",JPU902201429,no
355,"Touch off - Instrumental","UVERworld",198,10B,83,2026-08-08,04:21,12,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,32,0,70,19,0,20,-7,D,4,4EUDZ2vd4z8r9f1LNCPm8P,"Sony Music Labels Inc.",JPU901900312,no
356,"Fight For Liberty - Instrumental","UVERworld",100,3B,97,2026-08-08,04:13,9,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,46,0,74,43,0,0,-5,C♯/D♭,4,5Zooq7D3ztsi3xfpl7k2Eb,"Sony Music Labels Inc.",JPU902202188,no
357,"0 choir - Instrumental","UVERworld",135,5A,82,2026-08-08,05:41,6,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,57,0,74,54,0,40,-6,C minor,4,1uyrHBiV1GLEr1HUmTftGa,"Sony Music Labels Inc.",JPU902202190,no
358,"一滴の影響 - Instrumental","UVERworld",95,7B,92,2026-08-08,04:52,8,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,51,0,84,25,0,30,-5,F,4,4QmcAW8UKB9EPrXyyv4l2M,"Sony Music Labels Inc.",JPU902202191,no
359,"ODD FUTURE - Instrumental","UVERworld",128,4B,65,2026-08-08,03:46,9,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,72,0,72,41,0,10,-7,G#/A♭,4,1bwbzw2EUoT9NcByyV29ap,"Sony Music Labels Inc.",JPU902202195,no
360,"CORE PRIDE - Instrumental","UVERworld",93,7A,96,2026-08-08,04:17,10,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,49,0,68,55,0,10,-6,D minor,4,6r3L6HSssvgnV37P82z7e2,"Sony Music Labels Inc.",JPU902202199,no
361,"THE OVER - Instrumental","UVERworld",95,7B,99,2026-08-08,05:27,9,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,48,0,82,12,0,0,-6,F,4,0pGbIw8AzlRlcpUNEosF2i,"Sony Music Labels Inc.",JPU902202200,no
362,"7日目の決意 - Instrumental","UVERworld",95,12A,84,2026-08-08,06:48,4,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,58,0,79,35,0,0,-8,C♯/D♭ minor,4,3G5cCgUgPyt6oxFgM69Zf8,"Sony Music Labels Inc.",JPU901400381,no
363,"クオリア - Instrumental","UVERworld",77,4B,81,2026-08-08,04:43,5,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,43,0,73,17,0,0,-7,G#/A♭,4,35lE89DZwyeLM1bmJsmHTW,"Sony Music Labels Inc.",JPU902202203,no
364,"えくぼ - Instrumental","UVERworld",174,3B,58,2026-08-08,03:02,4,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,41,0,92,16,0,0,-8,C♯/D♭,4,4RtUcuwWHq1jCKlJp4mGjg,"Sony Music Labels Inc.",JPU902201431,no
365,"CHANCE! - Instrumental","UVERworld",125,8A,98,2026-08-08,04:34,6,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,52,0,87,54,0,0,-4,A minor,4,3NP7AOUazbpxdhqvPhVPyw,"Sony Music Labels Inc.",JPSR00503642,no
366,"MONDO PIECE - Instrumental","UVERworld",96,10B,87,2026-08-08,05:29,6,"anime, j-rock, j-pop","Pop, Rock","INSTRUMENTALS-∞",2022-07-20,56,0,67,55,0,10,-5,D,4,4ThVHQpt7dJgTOy6jg8j3e,"Sony Music Labels Inc.",JPU902202209,no
367,"ENCORE AGAIN","UVERworld, SHUNTO",160,12A,63,2026-08-08,03:39,45,"anime, j-rock, j-pop, j-rap","Pop, Rock","ENIGMASIS",2023-07-19,67,1,0,63,0,0,-5,C♯/D♭ minor,4,4JwwYSJnbvuqRKrZLEnkA8,"Sony Music Labels Inc.",JPU902302752,no
368,"two Lies","UVERworld",83,5A,60,2026-08-08,04:43,28,"anime, j-rock, j-pop","Pop, Rock","ENIGMASIS",2023-07-19,46,1,0,9,0,0,-6,C minor,4,2PJSDWnLa52MnDeEz8LEm0,"Sony Music Labels Inc.",JPU902302757,no
369,"ピグマリオン","UVERworld",169,3B,47,2026-08-08,04:37,26,"anime, j-rock, j-pop","Pop, Rock","ENIGMASIS",2023-07-19,33,4,0,33,0,0,-5,C♯/D♭,3,2B29g5ocnc42EJO7xezq2L,"Sony Music Labels Inc.",JPU902202674,no
370,"JUMP","UVERworld",135,7B,84,2026-08-08,04:22,29,"anime, j-rock, j-pop","Pop, Rock","EPIPHANY",2025-07-02,60,0,1,54,0,20,-6,F,4,7efqJMbcn30re0Yy9JFznn,"Sony Music Labels Inc.",JPU902502189,no
371,"PHOENIX AX","UVERworld",162,4A,90,2026-08-08,04:11,42,"anime, j-rock, j-pop","Pop, Rock","EPIPHANY",2025-07-02,46,0,4,33,20,20,-5,F minor,4,3g7jOzyFtGOgTSmzalvlt7,"Sony Music Labels Inc.",JPU902502184,no
372,"WINGS ever","UVERworld",100,8B,55,2026-08-08,03:26,28,"anime, j-rock, j-pop","Pop, Rock","EPIPHANY",2025-07-02,64,0,0,26,0,10,-7,C,4,1XJ40s9ENDiSeHVuqVkgEP,"Sony Music Labels Inc.",JPU902403992,no
373,"PRIME","UVERworld",140,4B,100,2026-08-08,02:28,24,"anime, j-rock, j-pop","Pop, Rock","CHANCE!",2005-00-00,52,1,0,33,20,30,-2,G#/A♭,4,0r87S5cjlvyHM4FMrzSgVL,"Sony Music Labels Inc.",JPSR00502182,no
374,"ai ta心","UVERworld",110,1A,93,2026-08-08,03:30,27,"anime, j-rock, j-pop","Pop, Rock","D-tecnoLife",2005-00-00,63,37,0,59,10,30,-5,G#/A♭ minor,4,0AnTcIPr6TNqGCKiZONeh4,"Sony Music Labels Inc.",JPSR00500867,no
375,"just Melody","UVERworld",125,3B,90,2026-08-08,05:04,31,"anime, j-rock, j-pop","Pop, Rock","just Melody",2006-00-00,52,1,0,56,0,0,-4,C♯/D♭,4,3QxYo6uc15fWejPYFkAuQF,"Sony Music Labels Inc.",JPSR00503301,no
376,"Revolve","UVERworld",84,2A,93,2026-08-08,03:16,27,"anime, j-rock, j-pop","Pop, Rock","just Melody",2006-00-00,22,0,0,57,10,20,-3,D#/E♭ minor,4,5qMU78kI70a5x1hSrWKMB1,"Sony Music Labels Inc.",JPSR00503302,no
377,"EXTREME","UVERworld",115,12A,97,2026-08-08,02:58,22,"anime, j-rock, j-pop","Pop, Rock","君の好きなうた",2006-00-00,58,0,0,23,20,20,-6,C♯/D♭ minor,4,1rDJWwn7CmcOvtMiRdfnPl,"Sony Music Labels Inc.",JPSR00602909,no
378,"DISCORD〜your voices mix〜","UVERworld",170,5A,88,2026-08-08,06:12,17,"anime, j-rock, j-pop","Pop, Rock","浮世CROSSING",2007-00-00,39,1,0,37,10,30,-5,C minor,4,0gkD3OCkeHPKI5j0gKCCI4,"Sony Music Labels Inc.",JPSR00703281,no
379,"ハルジオン","UVERworld",130,10B,84,2026-08-08,04:51,28,"anime, j-rock, j-pop","Pop, Rock","儚くも永久のカナシ",2008-00-00,59,3,0,37,0,0,-6,D,4,1m2y3sX7Eu0gidBHj9jf3R,"Sony Music Labels Inc.",JPSR00803543,no
380,"志-kokorozashi-","UVERworld",154,10B,54,2026-08-08,05:19,23,"anime, j-rock, j-pop","Pop, Rock","恋いしくて",2008-00-00,52,14,0,36,0,30,-11,D,4,2qt4P1sMSyQ7t9nD8XiMy6,"Sony Music Labels Inc.",JPSR00802621,no
381,"over the stoic","UVERworld",125,11A,87,2026-08-08,02:45,21,"anime, j-rock, j-pop","Pop, Rock","恋いしくて",2008-00-00,46,0,36,63,0,10,-7,F#/G♭ minor,4,6etbJd6oeWF3LIxPSL7q34,"Sony Music Labels Inc.",JPSR00802522,no
382,"儚くも永久のカナシ(アニメver.）","UVERworld",95,3B,94,2026-08-08,01:34,16,"anime, j-rock, j-pop","Pop, Rock","儚くも永久のカナシ(アニメver.）",2008-10-20,52,4,0,86,0,30,-5,C♯/D♭,4,3x6DJdcVNNYgo1X9FVs4Er,"Sony Music Labels Inc.",JPSR00803263,no
383,"GO-ON","UVERworld",145,3A,98,2026-08-08,04:19,34,"anime, j-rock, j-pop","Pop, Rock","GO-ON",2009-08-05,48,0,0,52,10,30,-5,A#/B♭ minor,4,6SyR6c2BVO0Wa72dQEFBzv,"Sony Music Labels Inc.",JPSR00902122,no
384,"美影意志-single ver.-","UVERworld",88,4B,74,2026-08-08,06:18,19,"anime, j-rock, j-pop","Pop, Rock","哀しみはきっと",2009-10-28,40,3,0,57,0,30,-5,G#/A♭,4,1XBbynszeFk5UNmDAaJ0f2,"Sony Music Labels Inc.",JPSR00903287,no
385,"若さ故エンテレケイア","UVERworld",150,3B,97,2026-08-08,04:35,29,"anime, j-rock, j-pop","Pop, Rock","クオリア",2010-09-15,35,1,0,49,30,0,-5,C♯/D♭,4,3rGQvH0nomFvVbxnFfARRN,"Sony Music Labels Inc.",JPSR01003028,no
386,"バーベル〜皇帝の新しい服ver.〜","UVERworld",105,9B,98,2026-08-08,03:21,29,"anime, j-rock, j-pop","Pop, Rock","7ｔｈ Trigger",2012-03-28,47,0,0,39,10,0,-3,G,4,1zerkwKr5FLzEVcOg5DDWV,"Sony Music Labels Inc.",JPSR01200902,no
387,"境地・マントラ","UVERworld",103,10A,98,2026-08-08,03:05,23,"anime, j-rock, j-pop","Pop, Rock","CORE PRIDE",2012-07-03,54,0,80,62,0,0,-6,B minor,3,0tTB0GtRt0WULDqMbiQVll,"Sony Music Labels Inc.",JPSR01101081,no
388,"UVER Battle Royal 〜桁外れmix〜","UVERworld",185,10A,98,2026-08-08,04:05,22,"anime, j-rock, j-pop","Pop, Rock","CORE PRIDE",2012-07-03,42,0,0,68,10,10,-3,B minor,4,2kBOT8hUNU5J80iMD9uq1J,"Sony Music Labels Inc.",JPSR01101082,no
389,"Massive","UVERworld",140,11B,94,2026-08-08,03:30,24,"anime, j-rock, j-pop","Pop, Rock","THE OVER",2012-08-29,53,0,66,64,0,20,-6,A,4,6eXnhlcvTrckK2gV1TaEcZ,"Sony Music Labels Inc.",JPSR01202563,no
390,"パニックワールド","UVERworld",143,5B,94,2026-08-08,04:21,28,"anime, j-rock, j-pop","Pop, Rock","MONDO PIECE",2012-11-07,51,3,0,32,20,10,-5,D#/E♭,4,1SCBsss253B071oN6Td9vS,"Sony Music Labels Inc.",JPSR01100782,no
391,"セオリーとの決別の研究+81","UVERworld",110,9A,67,2026-08-08,06:23,23,"anime, j-rock, j-pop","Pop, Rock","REVERSI",2012-12-26,60,1,0,47,30,20,-6,E minor,4,7Kub7CjKreVSTFFHf8sBBO,"Sony Music Labels Inc.",JPSR01204226,no
392,"ナノ・セカンド","UVERworld",140,4A,81,2026-08-08,04:34,42,"anime, j-rock, j-pop","Pop, Rock","ナノ・セカンド",2013-12-18,52,0,0,53,0,0,-5,F minor,4,6C0gAZcbctqrkeV3hh0uvQ,"Sony Music Labels Inc.",JPSR01301468,no
393,"CHANCE!04","UVERworld",125,8B,93,2026-08-08,04:38,25,"anime, j-rock, j-pop","Pop, Rock","I LOVE THE WORLD (Plus Edition)",2015-08-26,57,20,0,45,10,0,-6,C,4,4XOYa3L7LenmU3VwTuhFeW,"Sony Music Labels Inc.",JPU901502380,no
394,"WE ARE GO （short ver.）","UVERworld",184,9B,98,2026-08-08,01:32,4,"anime, j-rock, j-pop","Pop, Rock","WE ARE GO （short ver.）",2016-07-11,37,1,0,50,20,30,-4,G,4,35kIMeit58XREGIbVXKSpF,"Sony Music Labels Inc.",JPU901601880,no
395,"WE ARE GO","UVERworld",93,10A,95,2026-08-08,04:30,27,"anime, j-rock, j-pop","Pop, Rock","WE ARE GO/ALL ALONE (Complete Edition)",2016-07-27,51,0,0,44,10,20,-5,B minor,4,6D8DP9JQBRSRcn3lm6AVCF,"Sony Music Labels Inc.",JPU901601793,no
396,"DECIDED","UVERworld",180,9A,87,2026-08-08,04:41,28,"anime, j-rock, j-pop","Pop, Rock","DECIDED",2017-07-12,43,0,0,42,0,30,-5,E minor,4,2mDQMAkwRxES2GFgwvUCVg,"Sony Music Labels Inc.",JPU901701882,no
397,"DIS is TEKI","UVERworld",97,10A,83,2026-08-08,07:37,24,"anime, j-rock, j-pop","Pop, Rock","DECIDED",2017-07-12,43,1,0,35,20,10,-6,B minor,4,7dkKH2EqmlwrcaM63QFWhR,"Sony Music Labels Inc.",JPU901701884,no
398,"CORE STREAM","UVERworld",175,9B,83,2026-08-08,03:29,22,"anime, j-rock, j-pop","Pop, Rock","ODD FUTURE",2018-05-02,36,0,70,30,0,20,-7,G,4,6j3OSipB4ycSP6WfyCC4cf,"Sony Music Labels Inc.",JPU901801125,no
399,"EDENへ(short ver.)","UVERworld",155,7B,53,2026-08-08,00:59,4,"anime, j-rock, j-pop","Pop, Rock","EDENへ(short ver.)",2018-08-25,57,1,0,26,0,10,-9,F,3,2g3nNUxoMIBSjUmEisP5lB,"Sony Music Labels Inc.",JPU901802645,no
400,"AS ONE(instrumental)","UVERworld",143,3B,78,2026-08-08,03:46,4,"anime, j-rock, j-pop","Pop, Rock","AS ONE",2020-03-04,17,0,78,25,0,30,-7,C♯/D♭,4,5M7SuLPHC1PuElKjmpBHCT,"Sony Music Labels Inc.",JPU902000289,no
401,"Teenage Love","UVERworld",150,11A,61,2026-08-08,03:31,28,"anime, j-rock, j-pop","Pop, Rock","HOURGLASS",2021-03-10,64,1,0,73,0,0,-7,F#/G♭ minor,4,6IhYuDbFALJbqpB5K5M1Uo,"Sony Music Labels Inc.",JPU902100395,no
402,"来鳥江(UVERworld ver.)","UVERworld",90,11A,88,2026-08-08,03:41,24,"anime, j-rock, j-pop","Pop, Rock","来鳥江 / SOUL (Complete Edition)",2021-10-06,49,0,0,23,0,10,-6,F#/G♭ minor,4,1nDaamNHZibO6HyZpGBQeA,"Sony Music Labels Inc.",JPU902102184,no
403,"SOUL(Instrumental)","UVERworld, Thelma Aoyama, Aiemu",175,3B,83,2026-08-08,03:02,1,"anime, j-rock, j-pop, j-r&b, j-rap, japanese indie","Pop, Rock","来鳥江 / SOUL (Complete Edition)",2021-10-06,50,0,89,30,0,10,-9,C♯/D♭,4,1LOvQgWblsWq0BWSWq43PC,"Sony Music Labels Inc.",JPU902102186,no
404,"AVALANCHE(instrumental)","UVERworld",160,1B,80,2026-08-08,04:13,5,"anime, j-rock, j-pop","Pop, Rock","AVALANCHE",2021-11-22,57,1,43,39,0,10,-7,B,4,7ClTHCWKoFGzzjEtj7XmzX,"Sony Music Labels Inc.",JPU902104889,no
405,"BVCK","UVERworld",142,12A,76,2026-08-08,03:50,27,"anime, j-rock, j-pop","Pop, Rock","ピグマリオン",2022-08-17,65,1,0,55,0,0,-7,C♯/D♭ minor,4,0gJshpPlLWS2ErIRZNEmMm,"Sony Music Labels Inc.",JPU902202675,no
406,"BVCK - Instrumental","UVERworld",142,12A,61,2026-08-08,03:50,3,"anime, j-rock, j-pop","Pop, Rock","ピグマリオン",2022-08-17,71,0,81,66,0,0,-8,C♯/D♭ minor,4,78NWCg49dZt4UYfnZGXqrK,"Sony Music Labels Inc.",JPU902202677,no
407,"High Light!","UVERworld",95,6B,93,2026-08-08,04:06,28,"anime, j-rock, j-pop","Pop, Rock","Eye's Sentry",2024-03-06,49,0,2,59,0,60,-4,A#/B♭,4,5ciNbUcDEWLV0kZPREwmyG,"Sony Music Labels Inc.",JPU902400608,no
408,"uber cozy universe","UVERworld",140,4A,56,2026-08-08,01:42,24,"anime, j-rock, j-pop","Pop, Rock","Eye's Sentry",2024-03-06,29,0,1,5,0,0,-8,F minor,4,6Mr82nnP6kj2OuD3tQgX1E,"Sony Music Labels Inc.",JPU902400609,no
409,"UVER Battle Royal ～ENIGMASIS mix～","UVERworld, ANARCHY, SHUNTO, 小林樹音 (JitteryJackal)",135,5A,93,2026-08-08,05:21,22,"anime, j-rock, j-pop, j-rap, hip hop","Pop, Hip Hop, Rock","MEMORIES of the End",2024-06-26,36,0,0,49,10,0,-4,C minor,4,3iRheOw9TZ5v7JrgKHFIjz,"Sony Music Labels Inc.",JPU902401833,no
410,"MEMORIES of the End Instrumental","UVERworld",77,3B,81,2026-08-08,06:20,5,"anime, j-rock, j-pop","Pop, Rock","MEMORIES of the End",2024-06-26,40,0,61,21,0,0,-5,C♯/D♭,4,3bZeZHIKWSKOZMxy0k6RSb,"Sony Music Labels Inc.",JPU902401834,no
411,"MMH (Instrumental)","UVERworld",123,9A,86,2026-08-08,03:32,10,"anime, j-rock, j-pop","Pop, Rock","MMH",2024-12-04,51,0,70,19,0,10,-7,E minor,4,6dZdUV1oS7yKFjBN1ldxxO,"Sony Music Labels Inc.",JPU902403993,no
